,teacher_inst,teacher_id,learner_inst,workerid,rf,color,safe_dangerous,confidence,true_value,correct,correct_confidence,incorrect_confidence,n_safe_colors,safe,match_inst
273,showing,s_35,doing,L_273,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
274,doing,s_47,showing,L_274,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
275,doing,s_41,showing,L_275,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
276,doing,s_5,doing,L_276,ooo,blue,safe,89,safe,True,89.0,,3,True,doing-doing
277,showing,s_25,showing,L_277,oxx,blue,dangerous,78,dangerous,True,78.0,,1,False,showing-showing
278,showing,s_31,doing,L_278,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-doing
279,showing,s_49,doing,L_279,xxo,blue,safe,30,safe,True,30.0,,1,True,showing-doing
280,doing,s_22,doing,L_280,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
281,doing,s_37,doing,L_281,xxx,blue,safe,63,dangerous,False,,63.0,0,True,doing-doing
282,showing,s_7,doing,L_282,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
283,doing,s_41,doing,L_283,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
284,showing,s_45,doing,L_284,oox,blue,dangerous,50,dangerous,True,50.0,,2,False,showing-doing
285,showing,s_4,showing,L_285,xxo,blue,safe,96,safe,True,96.0,,1,True,showing-showing
286,doing,s_1,doing,L_286,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
287,showing,s_49,doing,L_287,oxx,blue,dangerous,31,dangerous,True,31.0,,1,False,showing-doing
288,showing,s_12,showing,L_288,oox,blue,dangerous,60,dangerous,True,60.0,,2,False,showing-showing
289,showing,s_2,doing,L_289,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
290,showing,s_31,showing,L_290,oxo,blue,safe,37,safe,True,37.0,,2,True,showing-showing
291,showing,s_55,doing,L_291,oxx,blue,dangerous,62,dangerous,True,62.0,,1,False,showing-doing
292,doing,s_52,doing,L_292,oxx,blue,dangerous,61,dangerous,True,61.0,,1,False,doing-doing
293,showing,s_50,doing,L_293,oxo,blue,dangerous,100,safe,False,,100.0,2,False,showing-doing
294,doing,s_52,showing,L_294,xox,blue,dangerous,82,dangerous,True,82.0,,1,False,doing-showing
295,doing,s_15,doing,L_295,xoo,blue,safe,89,safe,True,89.0,,2,True,doing-doing
296,doing,s_33,showing,L_296,xxx,blue,safe,100,dangerous,False,,100.0,0,True,doing-showing
297,doing,s_32,doing,L_297,xxo,blue,safe,94,safe,True,94.0,,1,True,doing-doing
298,showing,s_45,showing,L_298,ooo,blue,dangerous,100,safe,False,,100.0,3,False,showing-showing
299,doing,s_32,showing,L_299,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
300,doing,s_36,showing,L_300,oxx,blue,dangerous,85,dangerous,True,85.0,,1,False,doing-showing
301,showing,s_13,doing,L_301,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
302,doing,s_48,showing,L_302,oxo,blue,dangerous,50,safe,False,,50.0,2,False,doing-showing
303,showing,s_24,doing,L_303,ooo,blue,safe,92,safe,True,92.0,,3,True,showing-doing
304,showing,s_6,doing,L_304,xox,blue,dangerous,86,dangerous,True,86.0,,1,False,showing-doing
305,doing,s_29,doing,L_305,oxx,blue,dangerous,89,dangerous,True,89.0,,1,False,doing-doing
306,doing,s_22,showing,L_306,xxo,blue,safe,94,safe,True,94.0,,1,True,doing-showing
307,showing,s_26,showing,L_307,oxx,blue,dangerous,60,dangerous,True,60.0,,1,False,showing-showing
308,showing,s_53,doing,L_308,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
309,doing,s_29,doing,L_309,xox,blue,safe,99,dangerous,False,,99.0,1,True,doing-doing
310,doing,s_3,showing,L_310,oox,blue,dangerous,25,dangerous,True,25.0,,2,False,doing-showing
311,showing,s_51,doing,L_311,oxo,blue,dangerous,85,safe,False,,85.0,2,False,showing-doing
312,doing,s_41,doing,L_312,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
313,doing,s_9,showing,L_313,xxo,blue,safe,96,safe,True,96.0,,1,True,doing-showing
314,showing,s_16,showing,L_314,xox,blue,dangerous,39,dangerous,True,39.0,,1,False,showing-showing
315,showing,s_25,showing,L_315,xxx,blue,safe,80,dangerous,False,,80.0,0,True,showing-showing
316,doing,s_29,showing,L_316,oox,blue,dangerous,82,dangerous,True,82.0,,2,False,doing-showing
317,doing,s_29,doing,L_317,oox,blue,dangerous,50,dangerous,True,50.0,,2,False,doing-doing
318,doing,s_38,doing,L_318,oxx,blue,safe,100,dangerous,False,,100.0,1,True,doing-doing
319,doing,s_42,showing,L_319,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
320,doing,s_32,doing,L_320,oxo,blue,safe,99,safe,True,99.0,,2,True,doing-doing
321,showing,s_31,doing,L_321,ooo,blue,safe,76,safe,True,76.0,,3,True,showing-doing
322,doing,s_38,showing,L_322,xxx,blue,safe,60,dangerous,False,,60.0,0,True,doing-showing
323,doing,s_9,showing,L_323,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
324,showing,s_7,doing,L_324,oxx,blue,dangerous,76,dangerous,True,76.0,,1,False,showing-doing
325,showing,s_28,doing,L_325,oox,blue,safe,64,dangerous,False,,64.0,2,True,showing-doing
326,doing,s_10,showing,L_326,ooo,blue,safe,20,safe,True,20.0,,3,True,doing-showing
327,showing,s_28,doing,L_327,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
328,showing,s_6,doing,L_328,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
329,showing,s_31,showing,L_329,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
330,doing,s_29,showing,L_330,oox,blue,safe,100,dangerous,False,,100.0,2,True,doing-showing
331,showing,s_46,showing,L_331,oxx,blue,dangerous,71,dangerous,True,71.0,,1,False,showing-showing
332,showing,s_25,showing,L_332,ooo,blue,safe,69,safe,True,69.0,,3,True,showing-showing
333,showing,s_4,doing,L_333,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
334,showing,s_45,doing,L_334,xoo,blue,safe,29,safe,True,29.0,,2,True,showing-doing
335,doing,s_29,doing,L_335,oxo,blue,dangerous,0,safe,False,,0.0,2,False,doing-doing
336,showing,s_55,doing,L_336,oxx,blue,dangerous,62,dangerous,True,62.0,,1,False,showing-doing
337,doing,s_5,doing,L_337,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
338,doing,s_22,doing,L_338,xoo,blue,safe,85,safe,True,85.0,,2,True,doing-doing
339,showing,s_26,doing,L_339,ooo,blue,safe,77,safe,True,77.0,,3,True,showing-doing
340,doing,s_30,showing,L_340,oxx,blue,dangerous,12,dangerous,True,12.0,,1,False,doing-showing
341,doing,s_36,doing,L_341,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
342,doing,s_9,showing,L_342,xox,blue,safe,52,dangerous,False,,52.0,1,True,doing-showing
343,doing,s_54,showing,L_343,oox,blue,dangerous,73,dangerous,True,73.0,,2,False,doing-showing
344,doing,s_34,showing,L_344,oxx,blue,safe,28,dangerous,False,,28.0,1,True,doing-showing
345,showing,s_46,showing,L_345,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
346,showing,s_2,showing,L_346,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-showing
347,doing,s_40,doing,L_347,oxx,blue,safe,100,dangerous,False,,100.0,1,True,doing-doing
348,doing,s_40,doing,L_348,xxx,blue,dangerous,66,dangerous,True,66.0,,0,False,doing-doing
349,doing,s_33,showing,L_349,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
350,doing,s_40,showing,L_350,xox,blue,safe,98,dangerous,False,,98.0,1,True,doing-showing
351,showing,s_18,showing,L_351,xxo,blue,safe,94,safe,True,94.0,,1,True,showing-showing
352,showing,s_0,showing,L_352,xoo,blue,safe,81,safe,True,81.0,,2,True,showing-showing
353,showing,s_55,doing,L_353,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
354,doing,s_11,doing,L_354,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
355,showing,s_7,doing,L_355,oxo,blue,safe,60,safe,True,60.0,,2,True,showing-doing
356,doing,s_36,doing,L_356,xxx,blue,safe,72,dangerous,False,,72.0,0,True,doing-doing
357,doing,s_11,showing,L_357,xxo,blue,safe,99,safe,True,99.0,,1,True,doing-showing
358,showing,s_6,showing,L_358,xox,blue,safe,72,dangerous,False,,72.0,1,True,showing-showing
359,showing,s_43,doing,L_359,oxo,blue,safe,67,safe,True,67.0,,2,True,showing-doing
360,showing,s_7,showing,L_360,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
361,doing,s_47,doing,L_361,ooo,blue,safe,35,safe,True,35.0,,3,True,doing-doing
362,doing,s_41,doing,L_362,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
363,showing,s_55,showing,L_363,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
364,doing,s_47,showing,L_364,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-showing
365,showing,s_28,showing,L_365,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
366,doing,s_32,doing,L_366,xxx,blue,safe,87,dangerous,False,,87.0,0,True,doing-doing
367,doing,s_9,showing,L_367,xxo,blue,safe,98,safe,True,98.0,,1,True,doing-showing
368,showing,s_50,doing,L_368,oxx,blue,safe,53,dangerous,False,,53.0,1,True,showing-doing
369,doing,s_14,doing,L_369,ooo,blue,safe,100,safe,True,100.0,,3,True,doing-doing
370,showing,s_28,doing,L_370,oxo,blue,safe,60,safe,True,60.0,,2,True,showing-doing
371,doing,s_1,showing,L_371,xxx,blue,dangerous,23,dangerous,True,23.0,,0,False,doing-showing
372,doing,s_30,doing,L_372,oxo,blue,safe,79,safe,True,79.0,,2,True,doing-doing
373,doing,s_15,showing,L_373,ooo,blue,safe,89,safe,True,89.0,,3,True,doing-showing
374,showing,s_46,showing,L_374,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
375,doing,s_1,showing,L_375,oxx,blue,dangerous,58,dangerous,True,58.0,,1,False,doing-showing
376,showing,s_28,doing,L_376,xxx,blue,safe,96,dangerous,False,,96.0,0,True,showing-doing
377,showing,s_2,showing,L_377,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
378,doing,s_5,doing,L_378,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
379,doing,s_5,showing,L_379,oxx,blue,dangerous,69,dangerous,True,69.0,,1,False,doing-showing
380,doing,s_8,showing,L_380,ooo,blue,dangerous,100,safe,False,,100.0,3,False,doing-showing
381,doing,s_36,doing,L_381,oxx,blue,dangerous,68,dangerous,True,68.0,,1,False,doing-doing
382,doing,s_56,showing,L_382,ooo,blue,safe,91,safe,True,91.0,,3,True,doing-showing
383,showing,s_4,showing,L_383,oxx,blue,dangerous,34,dangerous,True,34.0,,1,False,showing-showing
384,doing,s_56,doing,L_384,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
385,showing,s_35,showing,L_385,oxx,blue,dangerous,99,dangerous,True,99.0,,1,False,showing-showing
386,doing,s_42,doing,L_386,oxx,blue,dangerous,0,dangerous,True,0.0,,1,False,doing-doing
387,doing,s_30,showing,L_387,oox,blue,safe,32,dangerous,False,,32.0,2,True,doing-showing
388,doing,s_15,doing,L_388,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
389,doing,s_40,doing,L_389,oxx,blue,safe,97,dangerous,False,,97.0,1,True,doing-doing
390,showing,s_4,showing,L_390,oox,blue,dangerous,31,dangerous,True,31.0,,2,False,showing-showing
391,doing,s_52,showing,L_391,oxx,blue,dangerous,58,dangerous,True,58.0,,1,False,doing-showing
392,showing,s_13,doing,L_392,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
393,showing,s_28,doing,L_393,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
394,doing,s_8,showing,L_394,xxx,blue,dangerous,9,dangerous,True,9.0,,0,False,doing-showing
395,showing,s_31,showing,L_395,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
396,doing,s_22,showing,L_396,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
397,showing,s_31,showing,L_397,xoo,blue,safe,99,safe,True,99.0,,2,True,showing-showing
398,doing,s_56,doing,L_398,ooo,blue,safe,100,safe,True,100.0,,3,True,doing-doing
399,showing,s_49,showing,L_399,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
400,showing,s_2,doing,L_400,ooo,blue,safe,87,safe,True,87.0,,3,True,showing-doing
401,showing,s_45,doing,L_401,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
402,showing,s_4,showing,L_402,oxo,blue,safe,99,safe,True,99.0,,2,True,showing-showing
403,doing,s_11,doing,L_403,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
404,doing,s_38,doing,L_404,xoo,blue,dangerous,86,safe,False,,86.0,2,False,doing-doing
405,doing,s_36,doing,L_405,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-doing
406,doing,s_10,showing,L_406,oxo,blue,dangerous,54,safe,False,,54.0,2,False,doing-showing
407,doing,s_56,showing,L_407,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
408,doing,s_5,showing,L_408,oox,blue,dangerous,70,dangerous,True,70.0,,2,False,doing-showing
409,showing,s_35,showing,L_409,oxo,blue,safe,92,safe,True,92.0,,2,True,showing-showing
410,doing,s_27,showing,L_410,xxx,blue,safe,78,dangerous,False,,78.0,0,True,doing-showing
411,showing,s_25,showing,L_411,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
412,doing,s_34,showing,L_412,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
413,showing,s_53,showing,L_413,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
414,showing,s_50,showing,L_414,oxx,blue,safe,0,dangerous,False,,0.0,1,True,showing-showing
415,showing,s_31,doing,L_415,xoo,blue,safe,86,safe,True,86.0,,2,True,showing-doing
416,showing,s_13,showing,L_416,oox,blue,dangerous,70,dangerous,True,70.0,,2,False,showing-showing
417,doing,s_11,showing,L_417,oox,blue,dangerous,36,dangerous,True,36.0,,2,False,doing-showing
418,showing,s_49,showing,L_418,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
419,showing,s_35,doing,L_419,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
420,doing,s_36,doing,L_420,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-doing
421,showing,s_43,doing,L_421,oxo,blue,dangerous,66,safe,False,,66.0,2,False,showing-doing
422,doing,s_37,doing,L_422,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-doing
423,showing,s_28,doing,L_423,xxx,blue,safe,90,dangerous,False,,90.0,0,True,showing-doing
424,showing,s_35,showing,L_424,ooo,blue,safe,50,safe,True,50.0,,3,True,showing-showing
425,doing,s_10,doing,L_425,oxx,blue,dangerous,0,dangerous,True,0.0,,1,False,doing-doing
426,showing,s_53,doing,L_426,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
427,doing,s_52,doing,L_427,oox,blue,safe,22,dangerous,False,,22.0,2,True,doing-doing
428,doing,s_37,showing,L_428,oxo,blue,dangerous,30,safe,False,,30.0,2,False,doing-showing
429,showing,s_20,doing,L_429,xoo,blue,safe,0,safe,True,0.0,,2,True,showing-doing
430,showing,s_19,doing,L_430,xox,blue,safe,53,dangerous,False,,53.0,1,True,showing-doing
431,showing,s_12,doing,L_431,xoo,blue,safe,97,safe,True,97.0,,2,True,showing-doing
432,showing,s_23,showing,L_432,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
433,showing,s_17,doing,L_433,oxx,blue,dangerous,68,dangerous,True,68.0,,1,False,showing-doing
434,showing,s_26,doing,L_434,xox,blue,dangerous,96,dangerous,True,96.0,,1,False,showing-doing
435,showing,s_4,doing,L_435,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
436,doing,s_32,doing,L_436,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
437,showing,s_13,doing,L_437,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-doing
438,doing,s_32,showing,L_438,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
439,doing,s_5,showing,L_439,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
440,doing,s_47,showing,L_440,ooo,blue,safe,41,safe,True,41.0,,3,True,doing-showing
441,showing,s_2,showing,L_441,xxx,blue,safe,70,dangerous,False,,70.0,0,True,showing-showing
442,doing,s_41,doing,L_442,oxx,blue,dangerous,60,dangerous,True,60.0,,1,False,doing-doing
443,showing,s_21,showing,L_443,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
444,doing,s_5,showing,L_444,ooo,blue,safe,92,safe,True,92.0,,3,True,doing-showing
445,doing,s_57,doing,L_445,xoo,blue,safe,90,safe,True,90.0,,2,True,doing-doing
446,doing,s_11,doing,L_446,ooo,blue,dangerous,0,safe,False,,0.0,3,False,doing-doing
447,showing,s_20,showing,L_447,xoo,blue,dangerous,69,safe,False,,69.0,2,False,showing-showing
448,showing,s_16,doing,L_448,oxx,blue,safe,68,dangerous,False,,68.0,1,True,showing-doing
449,doing,s_9,doing,L_449,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
450,doing,s_57,showing,L_450,oxx,blue,dangerous,75,dangerous,True,75.0,,1,False,doing-showing
451,showing,s_18,showing,L_451,oox,blue,safe,100,dangerous,False,,100.0,2,True,showing-showing
452,showing,s_13,showing,L_452,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
453,doing,s_32,doing,L_453,xoo,blue,safe,99,safe,True,99.0,,2,True,doing-doing
454,doing,s_37,showing,L_454,oxx,blue,safe,100,dangerous,False,,100.0,1,True,doing-showing
455,showing,s_39,doing,L_455,oox,blue,dangerous,13,dangerous,True,13.0,,2,False,showing-doing
456,showing,s_2,showing,L_456,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
457,showing,s_31,doing,L_457,oxx,blue,dangerous,32,dangerous,True,32.0,,1,False,showing-doing
458,doing,s_30,doing,L_458,oox,blue,safe,74,dangerous,False,,74.0,2,True,doing-doing
459,doing,s_10,doing,L_459,oxo,blue,dangerous,31,safe,False,,31.0,2,False,doing-doing
460,showing,s_45,showing,L_460,oxx,blue,dangerous,12,dangerous,True,12.0,,1,False,showing-showing
461,showing,s_16,showing,L_461,ooo,blue,safe,20,safe,True,20.0,,3,True,showing-showing
462,doing,s_48,doing,L_462,xxo,blue,safe,66,safe,True,66.0,,1,True,doing-doing
463,showing,s_26,doing,L_463,xxx,blue,dangerous,100,dangerous,True,100.0,,0,False,showing-doing
464,showing,s_35,doing,L_464,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
465,showing,s_21,doing,L_465,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-doing
466,doing,s_29,showing,L_466,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
467,doing,s_41,doing,L_467,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
468,doing,s_48,doing,L_468,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
469,showing,s_2,doing,L_469,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
470,showing,s_2,doing,L_470,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
471,showing,s_43,doing,L_471,oox,blue,dangerous,42,dangerous,True,42.0,,2,False,showing-doing
472,showing,s_49,doing,L_472,xxx,blue,safe,50,dangerous,False,,50.0,0,True,showing-doing
473,doing,s_32,showing,L_473,xox,blue,dangerous,21,dangerous,True,21.0,,1,False,doing-showing
474,showing,s_6,showing,L_474,ooo,blue,safe,75,safe,True,75.0,,3,True,showing-showing
475,showing,s_7,doing,L_475,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
476,doing,s_33,doing,L_476,xox,blue,dangerous,99,dangerous,True,99.0,,1,False,doing-doing
477,doing,s_5,showing,L_477,xxx,blue,dangerous,32,dangerous,True,32.0,,0,False,doing-showing
478,showing,s_35,doing,L_478,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
479,showing,s_53,showing,L_479,xxo,blue,safe,99,safe,True,99.0,,1,True,showing-showing
480,showing,s_55,showing,L_480,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
481,showing,s_16,doing,L_481,xxx,blue,dangerous,68,dangerous,True,68.0,,0,False,showing-doing
482,showing,s_0,doing,L_482,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
483,showing,s_17,doing,L_483,xoo,blue,safe,72,safe,True,72.0,,2,True,showing-doing
484,doing,s_3,showing,L_484,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
485,showing,s_45,showing,L_485,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
486,doing,s_11,showing,L_486,ooo,blue,safe,100,safe,True,100.0,,3,True,doing-showing
487,doing,s_9,showing,L_487,oox,blue,dangerous,61,dangerous,True,61.0,,2,False,doing-showing
488,showing,s_18,showing,L_488,oox,blue,dangerous,66,dangerous,True,66.0,,2,False,showing-showing
489,doing,s_41,doing,L_489,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
490,showing,s_24,doing,L_490,oxo,blue,safe,85,safe,True,85.0,,2,True,showing-doing
491,doing,s_30,doing,L_491,xxx,blue,safe,0,dangerous,False,,0.0,0,True,doing-doing
492,doing,s_47,doing,L_492,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
493,doing,s_10,doing,L_493,ooo,blue,safe,100,safe,True,100.0,,3,True,doing-doing
494,doing,s_47,showing,L_494,ooo,blue,safe,80,safe,True,80.0,,3,True,doing-showing
495,doing,s_29,doing,L_495,ooo,blue,dangerous,89,safe,False,,89.0,3,False,doing-doing
496,showing,s_24,showing,L_496,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
497,showing,s_51,showing,L_497,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-showing
498,showing,s_43,doing,L_498,xox,blue,dangerous,73,dangerous,True,73.0,,1,False,showing-doing
499,showing,s_31,doing,L_499,xoo,blue,safe,90,safe,True,90.0,,2,True,showing-doing
500,showing,s_53,doing,L_500,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
501,doing,s_11,doing,L_501,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
502,showing,s_55,doing,L_502,xxx,blue,safe,97,dangerous,False,,97.0,0,True,showing-doing
503,doing,s_33,showing,L_503,xxx,blue,safe,71,dangerous,False,,71.0,0,True,doing-showing
504,showing,s_25,doing,L_504,ooo,blue,dangerous,92,safe,False,,92.0,3,False,showing-doing
505,showing,s_26,showing,L_505,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
506,showing,s_51,showing,L_506,xox,blue,dangerous,71,dangerous,True,71.0,,1,False,showing-showing
507,showing,s_6,doing,L_507,oxo,blue,safe,41,safe,True,41.0,,2,True,showing-doing
508,doing,s_22,doing,L_508,oxx,blue,dangerous,88,dangerous,True,88.0,,1,False,doing-doing
